Project,Subproject,Treatment,Deployment Name,ID Type,Deployment ID,Sequence ID,Begin Time,End Time,Species Name,Common Name,Age,Sex,Individually Identifiable,Count,Actual Lat,Actual Lon,Fuzzed
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s47,2020-11-25T14:17:14,2020-11-25T14:17:17,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s48,2020-11-25T15:13:06,2020-11-25T15:13:08,Muntiacus muntjak,Southern Red Muntjac,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s49,2020-11-26T20:56:55,2020-11-26T20:56:59,Muntiacus species,Muntiacus species,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s5,2020-10-14T11:51:39,2020-10-14T11:51:46,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,4,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s50,2020-11-28T08:47:18,2020-11-28T08:47:23,Muntiacus species,Muntiacus species,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s51,2020-11-28T22:20:58,2020-11-28T22:21:38,Muntiacus muntjak,Southern Red Muntjac,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s52,2020-11-29T00:24:04,2020-11-29T00:24:05,Sus barbatus,Bearded Pig,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s53,2020-11-30T21:43:46,2020-11-30T21:43:52,Muntiacus muntjak,Southern Red Muntjac,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s54,2020-12-02T10:46:29,2020-12-02T10:46:31,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s55,2020-12-03T09:41:26,2020-12-03T09:41:41,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,2,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s56,2020-12-04T13:43:42,2020-12-04T13:43:45,Rheithrosciurus macrotis,Tufted Ground Squirrel,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s57,2020-12-06T13:20:42,2020-12-06T13:21:42,Muntiacus atherodes,Bornean Yellow Muntjac,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s58,2020-12-06T18:05:58,2020-12-06T18:06:04,Muntiacus species,Muntiacus species,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s59,2020-12-07T18:10:17,2020-12-07T18:10:18,Muntiacus species,Muntiacus species,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s6,2020-10-21T17:47:13,2020-10-21T17:47:15,Muntiacus atherodes,Bornean Yellow Muntjac,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s60,2020-12-08T00:01:12,2020-12-08T00:01:14,Muntiacus species,Muntiacus species,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s61,2020-12-09T08:49:21,2020-12-09T08:49:24,Muntiacus species,Muntiacus species,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s62,2020-12-09T15:22:32,2020-12-09T15:22:37,Muntiacus muntjak,Southern Red Muntjac,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s63,2020-12-10T05:52:27,2020-12-10T05:52:29,Muntiacus muntjak,Southern Red Muntjac,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s64,2020-12-10T10:14:47,2020-12-10T10:14:54,Muntiacus atherodes,Bornean Yellow Muntjac,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s65,2020-12-12T06:46:46,2020-12-12T06:46:49,Muntiacus muntjak,Southern Red Muntjac,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s66,2020-12-13T06:47:59,2020-12-13T06:48:01,Muntiacus muntjak,Southern Red Muntjac,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s67,2020-12-13T23:04:53,2020-12-13T23:04:58,Muntiacus muntjak,Southern Red Muntjac,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s68,2020-12-14T00:52:34,2020-12-14T00:52:42,Muntiacus species,Muntiacus species,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s69,2020-12-16T13:29:25,2020-12-16T13:29:33,Muntiacus atherodes,Bornean Yellow Muntjac,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s7,2020-10-21T17:49:06,2020-10-21T17:49:09,Muntiacus atherodes,Bornean Yellow Muntjac,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s70,2020-12-17T03:57:10,2020-12-17T03:57:11,Muntiacus muntjak,Southern Red Muntjac,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s71,2020-12-18T10:54:10,2020-12-18T10:54:12,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Female,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s71,2020-12-18T10:54:10,2020-12-18T10:54:12,Macaca nemestrina,Southern Pig-tailed Macaque,Juvenile,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s72,2020-12-18T19:57:13,2020-12-18T19:57:15,Unknown Animal,Unknown Animal,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s73,2020-12-19T09:49:17,2020-12-19T09:49:46,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s74,2020-12-25T09:50:41,2020-12-25T09:50:43,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s75,2020-12-26T06:52:36,2020-12-26T06:52:40,Muntiacus muntjak,Southern Red Muntjac,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s76,2020-12-26T07:20:22,2020-12-26T07:20:34,Muntiacus species,Muntiacus species,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s77,2020-12-26T12:19:58,2020-12-26T12:20:06,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s78,2020-12-26T12:22:15,2020-12-26T12:22:35,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,2,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s79,2020-12-26T12:24:13,2020-12-26T12:24:14,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s8,2020-10-23T06:25:47,2020-10-23T06:25:49,Muntiacus atherodes,Bornean Yellow Muntjac,Adult,Female,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s8,2020-10-23T06:25:47,2020-10-23T06:25:49,Muntiacus atherodes,Bornean Yellow Muntjac,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s80,2020-12-26T14:05:57,2020-12-26T14:06:04,Muntiacus muntjak,Southern Red Muntjac,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s81,2020-12-26T16:51:27,2020-12-26T16:51:29,Sus barbatus,Bearded Pig,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s82,2020-12-27T07:55:00,2020-12-27T07:55:08,Muntiacus atherodes,Bornean Yellow Muntjac,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s83,2020-12-28T08:32:09,2020-12-28T08:32:11,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s84,2020-12-31T06:49:49,2020-12-31T06:49:51,Muntiacus species,Muntiacus species,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s85,2021-01-03T15:54:45,2021-01-03T15:54:56,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s86,2021-01-04T05:49:31,2021-01-04T05:49:32,Muntiacus muntjak,Southern Red Muntjac,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s87,2021-01-04T08:12:41,2021-01-04T08:12:44,No Animal,No Animal,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s88,2021-01-04T11:01:30,2021-01-04T11:01:32,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s89,2021-01-05T11:06:03,2021-01-05T11:06:05,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s9,2020-10-27T06:33:33,2020-10-27T06:33:35,Muntiacus atherodes,Bornean Yellow Muntjac,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s90,2021-01-11T08:39:58,2021-01-11T08:40:01,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s91,2021-01-11T22:04:48,2021-01-11T22:04:50,Muntiacus species,Muntiacus species,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s92,2021-01-12T10:03:01,2021-01-12T10:03:04,No Animal,No Animal,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
